>1_4	p_riboswitch=0.002591
>227_4	p_riboswitch=0.004576
>228_4	p_riboswitch=0.004682
>229_4	p_riboswitch=0.006393
>230_4	p_riboswitch=0.008598
>231_4	p_riboswitch=0.005384
>232_4	p_riboswitch=0.004154
>233_4	p_riboswitch=0.005655
>234_4	p_riboswitch=0.004071
>235_4	p_riboswitch=0.005224
>236_4	p_riboswitch=0.006529
>237_4	p_riboswitch=0.006718
>238_4	p_riboswitch=0.005463
>239_4	p_riboswitch=0.005616
>240_4	p_riboswitch=0.004567
>241_4	p_riboswitch=0.005276
>242_4	p_riboswitch=0.005420
>243_4	p_riboswitch=0.006818
>244_4	p_riboswitch=0.006383
>245_4	p_riboswitch=0.005113
>246_4	p_riboswitch=0.004952
>247_4	p_riboswitch=0.005523
>248_4	p_riboswitch=0.002671
>249_4	p_riboswitch=0.004851
>250_4	p_riboswitch=0.004940
>251_4	p_riboswitch=0.001416
>252_4	p_riboswitch=0.004867
>253_4	p_riboswitch=0.001381
>254_4	p_riboswitch=0.004063
>255_4	p_riboswitch=0.001789
>256_4	p_riboswitch=0.004167
>257_4	p_riboswitch=0.007073
>258_4	p_riboswitch=0.006807
>259_4	p_riboswitch=0.006505
>260_4	p_riboswitch=0.002839
>261_4	p_riboswitch=0.006164
>262_4	p_riboswitch=0.005233
>263_4	p_riboswitch=0.004976
>264_4	p_riboswitch=0.004357
>265_4	p_riboswitch=0.011354
>266_4	p_riboswitch=0.003839
>267_4	p_riboswitch=0.003790
>268_4	p_riboswitch=0.009808
>269_4	p_riboswitch=0.004835
>270_4	p_riboswitch=0.004548
>271_4	p_riboswitch=0.006939
>272_4	p_riboswitch=0.002529
>273_4	p_riboswitch=0.002370
>274_4	p_riboswitch=0.009512
>275_4	p_riboswitch=0.002510
>276_4	p_riboswitch=0.002018
>277_4	p_riboswitch=0.005467
>278_4	p_riboswitch=0.005431
>279_4	p_riboswitch=0.007126
>280_4	p_riboswitch=0.006881
>281_4	p_riboswitch=0.005370
>282_4	p_riboswitch=0.005708
>283_4	p_riboswitch=0.002733
>284_4	p_riboswitch=0.003596
>285_4	p_riboswitch=0.005043
>286_4	p_riboswitch=0.007114
>287_4	p_riboswitch=0.007092
>288_4	p_riboswitch=0.003807
>289_4	p_riboswitch=0.004107
>290_4	p_riboswitch=0.002621
>291_4	p_riboswitch=0.005996
>292_4	p_riboswitch=0.004924
>293_4	p_riboswitch=0.007190
>294_4	p_riboswitch=0.002478
>295_4	p_riboswitch=0.006278
>296_4	p_riboswitch=0.010898
>297_4	p_riboswitch=0.002189
>298_4	p_riboswitch=0.005028
>299_4	p_riboswitch=0.005894
>300_4	p_riboswitch=0.007077
>301_4	p_riboswitch=0.004449
>302_4	p_riboswitch=0.008367
>303_4	p_riboswitch=0.002778
>304_4	p_riboswitch=0.004128
>305_4	p_riboswitch=0.003724
>306_4	p_riboswitch=0.007068
>307_4	p_riboswitch=0.007557
>308_4	p_riboswitch=0.006926
>309_4	p_riboswitch=0.005932
>310_4	p_riboswitch=0.005432
>311_4	p_riboswitch=0.011614
>312_4	p_riboswitch=0.007122
>313_4	p_riboswitch=0.005344
>314_4	p_riboswitch=0.007216
>315_4	p_riboswitch=0.006510
>316_4	p_riboswitch=0.003129
>317_4	p_riboswitch=0.001102
>318_4	p_riboswitch=0.005496
>319_4	p_riboswitch=0.006130
>320_4	p_riboswitch=0.005165
>321_4	p_riboswitch=0.004529
>322_4	p_riboswitch=0.004161
>323_4	p_riboswitch=0.004105
>324_4	p_riboswitch=0.004232
>325_4	p_riboswitch=0.004606
>326_4	p_riboswitch=0.004838
>327_4	p_riboswitch=0.009856
>328_4	p_riboswitch=0.011287
>329_4	p_riboswitch=0.006570
>330_4	p_riboswitch=0.006488
>331_4	p_riboswitch=0.010853
>332_4	p_riboswitch=0.001973
>333_4	p_riboswitch=0.005472
>334_4	p_riboswitch=0.008509
>335_4	p_riboswitch=0.007819
>336_4	p_riboswitch=0.000954
>337_4	p_riboswitch=0.005947
>338_4	p_riboswitch=0.006460
>339_4	p_riboswitch=0.005538
>340_4	p_riboswitch=0.003640
>341_4	p_riboswitch=0.003338
>342_4	p_riboswitch=0.004318
>343_4	p_riboswitch=0.004968
>344_4	p_riboswitch=0.004202
>345_4	p_riboswitch=0.004741
>346_4	p_riboswitch=0.011436
>347_4	p_riboswitch=0.011308
>348_4	p_riboswitch=0.002342
>349_4	p_riboswitch=0.007364
>350_4	p_riboswitch=0.002960
>351_4	p_riboswitch=0.001968
>352_4	p_riboswitch=0.005519
>353_4	p_riboswitch=0.007691
>354_4	p_riboswitch=0.000997
>355_4	p_riboswitch=0.001790
>356_4	p_riboswitch=0.007074
>357_4	p_riboswitch=0.004680
>358_4	p_riboswitch=0.003597
>359_4	p_riboswitch=0.003515
>360_4	p_riboswitch=0.004927
>361_4	p_riboswitch=0.003721
>362_4	p_riboswitch=0.004372
>363_4	p_riboswitch=0.007500
>364_4	p_riboswitch=0.011290
>365_4	p_riboswitch=0.003438
>366_4	p_riboswitch=0.002444
>367_4	p_riboswitch=0.002061
>368_4	p_riboswitch=0.002859
>369_4	p_riboswitch=0.006840
>370_4	p_riboswitch=0.005796
>371_4	p_riboswitch=0.001906
>372_4	p_riboswitch=0.002126
>373_4	p_riboswitch=0.004697
>374_4	p_riboswitch=0.004235
>375_4	p_riboswitch=0.003713
>376_4	p_riboswitch=0.004123
>377_4	p_riboswitch=0.003690
>378_4	p_riboswitch=0.003846
>379_4	p_riboswitch=0.005003
>380_4	p_riboswitch=0.008062
>381_4	p_riboswitch=0.010735
>382_4	p_riboswitch=0.003486
>383_4	p_riboswitch=0.002625
>384_4	p_riboswitch=0.002067
>385_4	p_riboswitch=0.008931
>386_4	p_riboswitch=0.007160
>387_4	p_riboswitch=0.001326
>388_4	p_riboswitch=0.001996
>389_4	p_riboswitch=0.002220
>390_4	p_riboswitch=0.004337
>391_4	p_riboswitch=0.004189
>392_4	p_riboswitch=0.004091
>393_4	p_riboswitch=0.003800
>394_4	p_riboswitch=0.004330
>395_4	p_riboswitch=0.004964
>396_4	p_riboswitch=0.006736
>397_4	p_riboswitch=0.010477
>398_4	p_riboswitch=0.003558
>399_4	p_riboswitch=0.002669
>400_4	p_riboswitch=0.003231
>401_4	p_riboswitch=0.009205
>402_4	p_riboswitch=0.002263
>403_4	p_riboswitch=0.003801
>404_4	p_riboswitch=0.002104
>405_4	p_riboswitch=0.004923
>406_4	p_riboswitch=0.003707
>407_4	p_riboswitch=0.004339
>408_4	p_riboswitch=0.004168
>409_4	p_riboswitch=0.004368
>410_4	p_riboswitch=0.002248
>411_4	p_riboswitch=0.003212
>412_4	p_riboswitch=0.010188
>413_4	p_riboswitch=0.003611
>414_4	p_riboswitch=0.002730
>415_4	p_riboswitch=0.007440
>416_4	p_riboswitch=0.004505
>417_4	p_riboswitch=0.004082
>418_4	p_riboswitch=0.004345
>419_4	p_riboswitch=0.004451
>420_4	p_riboswitch=0.003681
>421_4	p_riboswitch=0.004767
>422_4	p_riboswitch=0.004217
>423_4	p_riboswitch=0.002157
>424_4	p_riboswitch=0.002298
>425_4	p_riboswitch=0.003121
>426_4	p_riboswitch=0.010249
>427_4	p_riboswitch=0.003848
>428_4	p_riboswitch=0.002917
>429_4	p_riboswitch=0.004842
>430_4	p_riboswitch=0.004601
>431_4	p_riboswitch=0.003775
>432_4	p_riboswitch=0.004123
>433_4	p_riboswitch=0.004434
>434_4	p_riboswitch=0.004806
>435_4	p_riboswitch=0.002153
>436_4	p_riboswitch=0.002207
>437_4	p_riboswitch=0.002822
>438_4	p_riboswitch=0.003168
>439_4	p_riboswitch=0.004846
>440_4	p_riboswitch=0.004559
>441_4	p_riboswitch=0.005374
>442_4	p_riboswitch=0.003882
>443_4	p_riboswitch=0.003672
>444_4	p_riboswitch=0.004147
>445_4	p_riboswitch=0.004593
>446_4	p_riboswitch=0.002251
>447_4	p_riboswitch=0.002192
>448_4	p_riboswitch=0.002752
>449_4	p_riboswitch=0.002768
>450_4	p_riboswitch=0.003485
>451_4	p_riboswitch=0.011766
>452_4	p_riboswitch=0.007023
>453_4	p_riboswitch=0.003713
>454_4	p_riboswitch=0.004462
>455_4	p_riboswitch=0.004500
>456_4	p_riboswitch=0.004192
>457_4	p_riboswitch=0.002291
>458_4	p_riboswitch=0.002692
>459_4	p_riboswitch=0.002711
>460_4	p_riboswitch=0.002645
>461_4	p_riboswitch=0.004070
>462_4	p_riboswitch=0.004655
>463_4	p_riboswitch=0.004259
>464_4	p_riboswitch=0.004203
>465_4	p_riboswitch=0.004425
>466_4	p_riboswitch=0.004430
>467_4	p_riboswitch=0.002603
>468_4	p_riboswitch=0.002658
>469_4	p_riboswitch=0.002512
>470_4	p_riboswitch=0.003432
>471_4	p_riboswitch=0.005292
>472_4	p_riboswitch=0.005180
>473_4	p_riboswitch=0.003996
>474_4	p_riboswitch=0.004250
>475_4	p_riboswitch=0.001606
>476_4	p_riboswitch=0.002558
>477_4	p_riboswitch=0.002479
>478_4	p_riboswitch=0.003381
>479_4	p_riboswitch=0.008598
>480_4	p_riboswitch=0.005384
>481_4	p_riboswitch=0.004154
>482_4	p_riboswitch=0.001134
>483_4	p_riboswitch=0.001630
>484_4	p_riboswitch=0.006423
>485_4	p_riboswitch=0.003149
>486_4	p_riboswitch=0.006718
>487_4	p_riboswitch=0.005463
>488_4	p_riboswitch=0.004437
>489_4	p_riboswitch=0.001168
>490_4	p_riboswitch=0.004615
>491_4	p_riboswitch=0.003095
>492_4	p_riboswitch=0.006818
>493_4	p_riboswitch=0.005675
>494_4	p_riboswitch=0.004425
>495_4	p_riboswitch=0.004646
>496_4	p_riboswitch=0.002780
>497_4	p_riboswitch=0.006948
>498_4	p_riboswitch=0.005619
>499_4	p_riboswitch=0.004395
>500_4	p_riboswitch=0.003037
>501_4	p_riboswitch=0.004519
>502_4	p_riboswitch=0.005544
>503_4	p_riboswitch=0.004561
>504_4	p_riboswitch=0.006894
>505_4	p_riboswitch=0.004390
>506_4	p_riboswitch=0.005039
>507_4	p_riboswitch=0.006807
>508_4	p_riboswitch=0.006505
>509_4	p_riboswitch=0.002839
>510_4	p_riboswitch=0.006164
>511_4	p_riboswitch=0.005233
>512_4	p_riboswitch=0.004976
>513_4	p_riboswitch=0.004357
>514_4	p_riboswitch=0.011354
>515_4	p_riboswitch=0.003839
>516_4	p_riboswitch=0.003790
>517_4	p_riboswitch=0.009808
>518_4	p_riboswitch=0.004835
>519_4	p_riboswitch=0.004548
>520_4	p_riboswitch=0.006939
>521_4	p_riboswitch=0.002529
>522_4	p_riboswitch=0.002370
>523_4	p_riboswitch=0.009512
>524_4	p_riboswitch=0.002510
>525_4	p_riboswitch=0.006177
>526_4	p_riboswitch=0.006805
>527_4	p_riboswitch=0.010819
>528_4	p_riboswitch=0.016012
>529_4	p_riboswitch=0.006881
>530_4	p_riboswitch=0.005370
>531_4	p_riboswitch=0.005708
>532_4	p_riboswitch=0.002733
>533_4	p_riboswitch=0.003596
>534_4	p_riboswitch=0.005043
>535_4	p_riboswitch=0.007114
>536_4	p_riboswitch=0.007092
>537_4	p_riboswitch=0.003807
>538_4	p_riboswitch=0.004107
>539_4	p_riboswitch=0.002621
>540_4	p_riboswitch=0.005996
>541_4	p_riboswitch=0.004924
>542_4	p_riboswitch=0.007190
>543_4	p_riboswitch=0.002478
>544_4	p_riboswitch=0.006278
>545_4	p_riboswitch=0.010898
>546_4	p_riboswitch=0.005825
>547_4	p_riboswitch=0.006673
>548_4	p_riboswitch=0.007005
>549_4	p_riboswitch=0.012174
>550_4	p_riboswitch=0.004449
>551_4	p_riboswitch=0.008367
>552_4	p_riboswitch=0.002778
>553_4	p_riboswitch=0.004128
>554_4	p_riboswitch=0.003724
>555_4	p_riboswitch=0.007068
>556_4	p_riboswitch=0.007557
>557_4	p_riboswitch=0.006926
>558_4	p_riboswitch=0.005932
>559_4	p_riboswitch=0.005432
>560_4	p_riboswitch=0.011614
>561_4	p_riboswitch=0.007122
>562_4	p_riboswitch=0.005344
>563_4	p_riboswitch=0.007216
>564_4	p_riboswitch=0.006510
>565_4	p_riboswitch=0.003129
>566_4	p_riboswitch=0.005802
>567_4	p_riboswitch=0.006171
>568_4	p_riboswitch=0.003030
>569_4	p_riboswitch=0.002259
>570_4	p_riboswitch=0.004529
>571_4	p_riboswitch=0.004161
>572_4	p_riboswitch=0.004105
>573_4	p_riboswitch=0.004232
>574_4	p_riboswitch=0.004606
>575_4	p_riboswitch=0.004838
>576_4	p_riboswitch=0.009856
>577_4	p_riboswitch=0.011287
>578_4	p_riboswitch=0.006570
>579_4	p_riboswitch=0.006488
>580_4	p_riboswitch=0.010853
>581_4	p_riboswitch=0.001973
>582_4	p_riboswitch=0.005472
>583_4	p_riboswitch=0.008509
>584_4	p_riboswitch=0.007819
>585_4	p_riboswitch=0.004785
>586_4	p_riboswitch=0.007152
>587_4	p_riboswitch=0.002677
>588_4	p_riboswitch=0.002353
>589_4	p_riboswitch=0.003640
>590_4	p_riboswitch=0.003338
>591_4	p_riboswitch=0.004318
>592_4	p_riboswitch=0.004968
>593_4	p_riboswitch=0.004202
>594_4	p_riboswitch=0.004741
>595_4	p_riboswitch=0.011436
>596_4	p_riboswitch=0.011308
>597_4	p_riboswitch=0.002342
>598_4	p_riboswitch=0.007364
>599_4	p_riboswitch=0.002960
>600_4	p_riboswitch=0.001968
>601_4	p_riboswitch=0.005519
>602_4	p_riboswitch=0.007691
>603_4	p_riboswitch=0.005747
>604_4	p_riboswitch=0.004928
>605_4	p_riboswitch=0.008069
>606_4	p_riboswitch=0.002355
>607_4	p_riboswitch=0.003597
>608_4	p_riboswitch=0.003515
>609_4	p_riboswitch=0.004927
>610_4	p_riboswitch=0.003721
>611_4	p_riboswitch=0.004372
>612_4	p_riboswitch=0.007500
>613_4	p_riboswitch=0.011290
>614_4	p_riboswitch=0.003438
>615_4	p_riboswitch=0.002444
>616_4	p_riboswitch=0.002061
>617_4	p_riboswitch=0.002859
>618_4	p_riboswitch=0.006840
>619_4	p_riboswitch=0.005796
>620_4	p_riboswitch=0.005298
>621_4	p_riboswitch=0.007351
>622_4	p_riboswitch=0.010122
>623_4	p_riboswitch=0.008080
>624_4	p_riboswitch=0.003713
>625_4	p_riboswitch=0.004123
>626_4	p_riboswitch=0.003690
>627_4	p_riboswitch=0.003846
>628_4	p_riboswitch=0.005003
>629_4	p_riboswitch=0.008062
>630_4	p_riboswitch=0.010735
>631_4	p_riboswitch=0.003486
>632_4	p_riboswitch=0.002625
>633_4	p_riboswitch=0.002067
>634_4	p_riboswitch=0.008931
>635_4	p_riboswitch=0.007160
>636_4	p_riboswitch=0.007028
>637_4	p_riboswitch=0.005248
>638_4	p_riboswitch=0.007477
>639_4	p_riboswitch=0.001776
>640_4	p_riboswitch=0.004189
>641_4	p_riboswitch=0.004091
>642_4	p_riboswitch=0.003800
>643_4	p_riboswitch=0.004330
>644_4	p_riboswitch=0.004964
>645_4	p_riboswitch=0.006736
>646_4	p_riboswitch=0.010477
>647_4	p_riboswitch=0.003558
>648_4	p_riboswitch=0.002669
>649_4	p_riboswitch=0.003231
>650_4	p_riboswitch=0.009205
>651_4	p_riboswitch=0.004343
>652_4	p_riboswitch=0.008011
>653_4	p_riboswitch=0.006365
>654_4	p_riboswitch=0.001417
>655_4	p_riboswitch=0.003707
>656_4	p_riboswitch=0.004339
>657_4	p_riboswitch=0.004168
>658_4	p_riboswitch=0.004368
>659_4	p_riboswitch=0.002248
>660_4	p_riboswitch=0.003212
>661_4	p_riboswitch=0.010188
>662_4	p_riboswitch=0.003611
>663_4	p_riboswitch=0.002730
>664_4	p_riboswitch=0.007440
>665_4	p_riboswitch=0.002450
>666_4	p_riboswitch=0.011242
>667_4	p_riboswitch=0.003459
>668_4	p_riboswitch=0.001355
>669_4	p_riboswitch=0.003681
>670_4	p_riboswitch=0.004767
>671_4	p_riboswitch=0.004217
>672_4	p_riboswitch=0.002157
>673_4	p_riboswitch=0.002298
>674_4	p_riboswitch=0.003121
>675_4	p_riboswitch=0.010249
>676_4	p_riboswitch=0.003848
>677_4	p_riboswitch=0.002917
>678_4	p_riboswitch=0.002391
>679_4	p_riboswitch=0.002596
>680_4	p_riboswitch=0.005728
>681_4	p_riboswitch=0.003470
>682_4	p_riboswitch=0.004434
>683_4	p_riboswitch=0.004806
>684_4	p_riboswitch=0.002153
>685_4	p_riboswitch=0.002207
>686_4	p_riboswitch=0.002822
>687_4	p_riboswitch=0.003168
>688_4	p_riboswitch=0.004846
>689_4	p_riboswitch=0.004559
>690_4	p_riboswitch=0.005029
>691_4	p_riboswitch=0.002395
>692_4	p_riboswitch=0.002586
>693_4	p_riboswitch=0.005645
>694_4	p_riboswitch=0.004593
>695_4	p_riboswitch=0.002251
>696_4	p_riboswitch=0.002192
>697_4	p_riboswitch=0.002752
>698_4	p_riboswitch=0.002768
>699_4	p_riboswitch=0.003485
>700_4	p_riboswitch=0.011766
>701_4	p_riboswitch=0.007409
>702_4	p_riboswitch=0.002679
>703_4	p_riboswitch=0.002496
>704_4	p_riboswitch=0.001944
>705_4	p_riboswitch=0.004192
>706_4	p_riboswitch=0.002291
>707_4	p_riboswitch=0.002692
>708_4	p_riboswitch=0.002711
>709_4	p_riboswitch=0.002645
>710_4	p_riboswitch=0.004070
>711_4	p_riboswitch=0.008286
>712_4	p_riboswitch=0.002957
>713_4	p_riboswitch=0.002009
>714_4	p_riboswitch=0.002546
>715_4	p_riboswitch=0.004430
>716_4	p_riboswitch=0.002603
>717_4	p_riboswitch=0.002658
>718_4	p_riboswitch=0.002512
>719_4	p_riboswitch=0.003432
>720_4	p_riboswitch=0.003461
>721_4	p_riboswitch=0.002953
>722_4	p_riboswitch=0.002447
>723_4	p_riboswitch=0.001519
>724_4	p_riboswitch=0.001606
>725_4	p_riboswitch=0.002558
>726_4	p_riboswitch=0.002479
>727_4	p_riboswitch=0.003381
>728_4	p_riboswitch=0.006186
>729_4	p_riboswitch=0.002669
>730_4	p_riboswitch=0.002393
>731_4	p_riboswitch=0.003044
>732_4	p_riboswitch=0.001630
>733_4	p_riboswitch=0.006423
>734_4	p_riboswitch=0.003149
>735_4	p_riboswitch=0.003253
>736_4	p_riboswitch=0.002790
>737_4	p_riboswitch=0.002327
>738_4	p_riboswitch=0.002321
>739_4	p_riboswitch=0.004615
>740_4	p_riboswitch=0.003095
>741_4	p_riboswitch=0.003068
>742_4	p_riboswitch=0.002541
>743_4	p_riboswitch=0.002219
>744_4	p_riboswitch=0.002473
>745_4	p_riboswitch=0.002780
>746_4	p_riboswitch=0.005843
>747_4	p_riboswitch=0.002522
>748_4	p_riboswitch=0.001388
>749_4	p_riboswitch=0.002252
>750_4	p_riboswitch=0.002800
>751_4	p_riboswitch=0.002514
>752_4	p_riboswitch=0.001331
>753_4	p_riboswitch=0.001399
>754_4	p_riboswitch=0.002206
>755_4	p_riboswitch=0.002329
>756_4	p_riboswitch=0.001340
>757_4	p_riboswitch=0.002105
>758_4	p_riboswitch=0.002355
>759_4	p_riboswitch=0.002234
>760_4	p_riboswitch=0.005233
>761_4	p_riboswitch=0.004976
>762_4	p_riboswitch=0.004357
>763_4	p_riboswitch=0.011354
>764_4	p_riboswitch=0.003839
>765_4	p_riboswitch=0.003790
>766_4	p_riboswitch=0.009808
>767_4	p_riboswitch=0.004835
>768_4	p_riboswitch=0.004548
>769_4	p_riboswitch=0.006939
>770_4	p_riboswitch=0.002529
>771_4	p_riboswitch=0.002370
>772_4	p_riboswitch=0.009512
>773_4	p_riboswitch=0.002510
>774_4	p_riboswitch=0.006177
>775_4	p_riboswitch=0.006805
>776_4	p_riboswitch=0.010819
