>1_3	p_riboswitch=0.897237
>72_3	p_riboswitch=0.035686
>73_3	p_riboswitch=0.015377
>74_3	p_riboswitch=0.010971
>75_3	p_riboswitch=0.012709
>76_3	p_riboswitch=0.011305
>77_3	p_riboswitch=0.008513
>78_3	p_riboswitch=0.007360
>79_3	p_riboswitch=0.006422
>80_3	p_riboswitch=0.009161
>81_3	p_riboswitch=0.007524
>82_3	p_riboswitch=0.002310
>83_3	p_riboswitch=0.511260
>84_3	p_riboswitch=0.615481
>85_3	p_riboswitch=0.646247
>86_3	p_riboswitch=0.699001
>87_3	p_riboswitch=0.072733
>88_3	p_riboswitch=0.019899
>89_3	p_riboswitch=0.025224
>90_3	p_riboswitch=0.050086
>91_3	p_riboswitch=0.037411
>92_3	p_riboswitch=0.003367
>93_3	p_riboswitch=0.009369
>94_3	p_riboswitch=0.014263
>95_3	p_riboswitch=0.010671
>96_3	p_riboswitch=0.007805
>97_3	p_riboswitch=0.007228
>98_3	p_riboswitch=0.006467
>99_3	p_riboswitch=0.008906
>100_3	p_riboswitch=0.005812
>101_3	p_riboswitch=0.426553
>102_3	p_riboswitch=0.472016
>103_3	p_riboswitch=0.536080
>104_3	p_riboswitch=0.281213
>105_3	p_riboswitch=0.067327
>106_3	p_riboswitch=0.024077
>107_3	p_riboswitch=0.025731
>108_3	p_riboswitch=0.052038
>109_3	p_riboswitch=0.006509
>110_3	p_riboswitch=0.002901
>111_3	p_riboswitch=0.015971
>112_3	p_riboswitch=0.009858
>113_3	p_riboswitch=0.010027
>114_3	p_riboswitch=0.007640
>115_3	p_riboswitch=0.007261
>116_3	p_riboswitch=0.006312
>117_3	p_riboswitch=0.007362
>118_3	p_riboswitch=0.280361
>119_3	p_riboswitch=0.388864
>120_3	p_riboswitch=0.206331
>121_3	p_riboswitch=0.214242
>122_3	p_riboswitch=0.055034
>123_3	p_riboswitch=0.016950
>124_3	p_riboswitch=0.028031
>125_3	p_riboswitch=0.008567
>126_3	p_riboswitch=0.005429
>127_3	p_riboswitch=0.017787
>128_3	p_riboswitch=0.013842
>129_3	p_riboswitch=0.011939
>130_3	p_riboswitch=0.012774
>131_3	p_riboswitch=0.007644
>132_3	p_riboswitch=0.010398
>133_3	p_riboswitch=0.005474
>134_3	p_riboswitch=0.221022
>135_3	p_riboswitch=0.190704
>136_3	p_riboswitch=0.164433
>137_3	p_riboswitch=0.101564
>138_3	p_riboswitch=0.071509
>139_3	p_riboswitch=0.017940
>140_3	p_riboswitch=0.016632
>141_3	p_riboswitch=0.005961
>142_3	p_riboswitch=0.005790
>143_3	p_riboswitch=0.002447
>144_3	p_riboswitch=0.011363
>145_3	p_riboswitch=0.015133
>146_3	p_riboswitch=0.012408
>147_3	p_riboswitch=0.007201
>148_3	p_riboswitch=0.006100
>149_3	p_riboswitch=0.125188
>150_3	p_riboswitch=0.157206
>151_3	p_riboswitch=0.116671
>152_3	p_riboswitch=0.151144
>153_3	p_riboswitch=0.073814
>154_3	p_riboswitch=0.010500
>155_3	p_riboswitch=0.013474
>156_3	p_riboswitch=0.006284
>157_3	p_riboswitch=0.014966
>158_3	p_riboswitch=0.012728
>159_3	p_riboswitch=0.013847
>160_3	p_riboswitch=0.021463
>161_3	p_riboswitch=0.011181
>162_3	p_riboswitch=0.006482
>163_3	p_riboswitch=0.107735
>164_3	p_riboswitch=0.114377
>165_3	p_riboswitch=0.133757
>166_3	p_riboswitch=0.152104
>167_3	p_riboswitch=0.038949
>168_3	p_riboswitch=0.010948
>169_3	p_riboswitch=0.044974
>170_3	p_riboswitch=0.004903
>171_3	p_riboswitch=0.027541
>172_3	p_riboswitch=0.015423
>173_3	p_riboswitch=0.017966
>174_3	p_riboswitch=0.015638
>175_3	p_riboswitch=0.008798
>176_3	p_riboswitch=0.082536
>177_3	p_riboswitch=0.121790
>178_3	p_riboswitch=0.135259
>179_3	p_riboswitch=0.086779
>180_3	p_riboswitch=0.046129
>181_3	p_riboswitch=0.024475
>182_3	p_riboswitch=0.030171
>183_3	p_riboswitch=0.068533
>184_3	p_riboswitch=0.027275
>185_3	p_riboswitch=0.019090
>186_3	p_riboswitch=0.014138
>187_3	p_riboswitch=0.010263
>188_3	p_riboswitch=0.085031
>189_3	p_riboswitch=0.121094
>190_3	p_riboswitch=0.072751
>191_3	p_riboswitch=0.080872
>192_3	p_riboswitch=0.059551
>193_3	p_riboswitch=0.019537
>194_3	p_riboswitch=0.081288
>195_3	p_riboswitch=0.077337
>196_3	p_riboswitch=0.026961
>197_3	p_riboswitch=0.042325
>198_3	p_riboswitch=0.010000
>199_3	p_riboswitch=0.087645
>200_3	p_riboswitch=0.082775
>201_3	p_riboswitch=0.049424
>202_3	p_riboswitch=0.120822
>203_3	p_riboswitch=0.051351
>204_3	p_riboswitch=0.062683
>205_3	p_riboswitch=0.085606
>206_3	p_riboswitch=0.074010
>207_3	p_riboswitch=0.076354
>208_3	p_riboswitch=0.011027
>209_3	p_riboswitch=0.051913
>210_3	p_riboswitch=0.059221
>211_3	p_riboswitch=0.066004
>212_3	p_riboswitch=0.083213
>213_3	p_riboswitch=0.049757
>214_3	p_riboswitch=0.065745
>215_3	p_riboswitch=0.058731
>216_3	p_riboswitch=0.057318
>217_3	p_riboswitch=0.020295
>218_3	p_riboswitch=0.038063
>219_3	p_riboswitch=0.077615
>220_3	p_riboswitch=0.031118
>221_3	p_riboswitch=0.087659
>222_3	p_riboswitch=0.060298
>223_3	p_riboswitch=0.051255
>224_3	p_riboswitch=0.046915
>225_3	p_riboswitch=0.049073
>226_3	p_riboswitch=0.048576
>227_3	p_riboswitch=0.036100
>228_3	p_riboswitch=0.043548
>229_3	p_riboswitch=0.087098
>230_3	p_riboswitch=0.053580
>231_3	p_riboswitch=0.038520
>232_3	p_riboswitch=0.053083
>233_3	p_riboswitch=0.025809
>234_3	p_riboswitch=0.038681
>235_3	p_riboswitch=0.079533
>236_3	p_riboswitch=0.079633
>237_3	p_riboswitch=0.040569
>238_3	p_riboswitch=0.042117
>239_3	p_riboswitch=0.025756
>240_3	p_riboswitch=0.039577
>241_3	p_riboswitch=0.066697
>242_3	p_riboswitch=0.058420
>243_3	p_riboswitch=0.040988
>244_3	p_riboswitch=0.022308
>245_3	p_riboswitch=0.075873
>246_3	p_riboswitch=0.049440
>247_3	p_riboswitch=0.056949
>248_3	p_riboswitch=0.018533
>249_3	p_riboswitch=0.057901
>250_3	p_riboswitch=0.051688
>251_3	p_riboswitch=0.015210
>252_3	p_riboswitch=0.024112
>253_3	p_riboswitch=0.015967
>254_3	p_riboswitch=0.232761
>255_3	p_riboswitch=0.038946
>256_3	p_riboswitch=0.080398
>257_3	p_riboswitch=0.009204
>258_3	p_riboswitch=0.006808
>259_3	p_riboswitch=0.003374
>260_3	p_riboswitch=0.013873
>261_3	p_riboswitch=0.050934
>262_3	p_riboswitch=0.028808
>263_3	p_riboswitch=0.004484
>264_3	p_riboswitch=0.008031
>265_3	p_riboswitch=0.008044
>266_3	p_riboswitch=0.008321
>267_3	p_riboswitch=0.007468
>268_3	p_riboswitch=0.002882
>269_3	p_riboswitch=0.002567
>270_3	p_riboswitch=0.002650
>271_3	p_riboswitch=0.002921
>272_3	p_riboswitch=0.002951
>273_3	p_riboswitch=0.005698
>274_3	p_riboswitch=0.014523
>275_3	p_riboswitch=0.011923
>276_3	p_riboswitch=0.214942
>277_3	p_riboswitch=0.026506
>278_3	p_riboswitch=0.057237
>279_3	p_riboswitch=0.009029
>280_3	p_riboswitch=0.006523
>281_3	p_riboswitch=0.015685
>282_3	p_riboswitch=0.014978
>283_3	p_riboswitch=0.052592
>284_3	p_riboswitch=0.007904
>285_3	p_riboswitch=0.008532
>286_3	p_riboswitch=0.010081
>287_3	p_riboswitch=0.007078
>288_3	p_riboswitch=0.009119
>289_3	p_riboswitch=0.007516
>290_3	p_riboswitch=0.002802
>291_3	p_riboswitch=0.002521
>292_3	p_riboswitch=0.003108
>293_3	p_riboswitch=0.003502
>294_3	p_riboswitch=0.003030
>295_3	p_riboswitch=0.006068
>296_3	p_riboswitch=0.009940
>297_3	p_riboswitch=0.170608
>298_3	p_riboswitch=0.394829
>299_3	p_riboswitch=0.032633
>300_3	p_riboswitch=0.001595
>301_3	p_riboswitch=0.037500
>302_3	p_riboswitch=0.014823
>303_3	p_riboswitch=0.015973
>304_3	p_riboswitch=0.016025
>305_3	p_riboswitch=0.016115
>306_3	p_riboswitch=0.008680
>307_3	p_riboswitch=0.009271
>308_3	p_riboswitch=0.006465
>309_3	p_riboswitch=0.009105
>310_3	p_riboswitch=0.007507
>311_3	p_riboswitch=0.002735
>312_3	p_riboswitch=0.002940
>313_3	p_riboswitch=0.003598
>314_3	p_riboswitch=0.003455
>315_3	p_riboswitch=0.003678
>316_3	p_riboswitch=0.007117
>317_3	p_riboswitch=0.145025
>318_3	p_riboswitch=0.021064
>319_3	p_riboswitch=0.030434
>320_3	p_riboswitch=0.087441
>321_3	p_riboswitch=0.035686
>322_3	p_riboswitch=0.015377
>323_3	p_riboswitch=0.010971
>324_3	p_riboswitch=0.012709
>325_3	p_riboswitch=0.011305
>326_3	p_riboswitch=0.008513
>327_3	p_riboswitch=0.007360
>328_3	p_riboswitch=0.006422
>329_3	p_riboswitch=0.009161
>330_3	p_riboswitch=0.007524
>331_3	p_riboswitch=0.002310
>332_3	p_riboswitch=0.003389
>333_3	p_riboswitch=0.003572
>334_3	p_riboswitch=0.004173
>335_3	p_riboswitch=0.003820
>336_3	p_riboswitch=0.072733
>337_3	p_riboswitch=0.019899
>338_3	p_riboswitch=0.025224
>339_3	p_riboswitch=0.050086
>340_3	p_riboswitch=0.037411
>341_3	p_riboswitch=0.003367
>342_3	p_riboswitch=0.009369
>343_3	p_riboswitch=0.014263
>344_3	p_riboswitch=0.010671
>345_3	p_riboswitch=0.007805
>346_3	p_riboswitch=0.007228
>347_3	p_riboswitch=0.006467
>348_3	p_riboswitch=0.008906
>349_3	p_riboswitch=0.005812
>350_3	p_riboswitch=0.002510
>351_3	p_riboswitch=0.003422
>352_3	p_riboswitch=0.004202
>353_3	p_riboswitch=0.004257
>354_3	p_riboswitch=0.067327
>355_3	p_riboswitch=0.024077
>356_3	p_riboswitch=0.025731
>357_3	p_riboswitch=0.052038
>358_3	p_riboswitch=0.006509
>359_3	p_riboswitch=0.002901
>360_3	p_riboswitch=0.015971
>361_3	p_riboswitch=0.009858
>362_3	p_riboswitch=0.010027
>363_3	p_riboswitch=0.007640
>364_3	p_riboswitch=0.007261
>365_3	p_riboswitch=0.006312
>366_3	p_riboswitch=0.007362
>367_3	p_riboswitch=0.005540
>368_3	p_riboswitch=0.002605
>369_3	p_riboswitch=0.004000
>370_3	p_riboswitch=0.004272
>371_3	p_riboswitch=0.055034
>372_3	p_riboswitch=0.016950
>373_3	p_riboswitch=0.028031
>374_3	p_riboswitch=0.008567
>375_3	p_riboswitch=0.005429
>376_3	p_riboswitch=0.017787
>377_3	p_riboswitch=0.013842
>378_3	p_riboswitch=0.011939
>379_3	p_riboswitch=0.012774
>380_3	p_riboswitch=0.007644
>381_3	p_riboswitch=0.010398
>382_3	p_riboswitch=0.005474
>383_3	p_riboswitch=0.006908
>384_3	p_riboswitch=0.005918
>385_3	p_riboswitch=0.003229
>386_3	p_riboswitch=0.004110
>387_3	p_riboswitch=0.071509
>388_3	p_riboswitch=0.017940
>389_3	p_riboswitch=0.016632
>390_3	p_riboswitch=0.005961
>391_3	p_riboswitch=0.005790
>392_3	p_riboswitch=0.002447
>393_3	p_riboswitch=0.011363
>394_3	p_riboswitch=0.015133
>395_3	p_riboswitch=0.012408
>396_3	p_riboswitch=0.007201
>397_3	p_riboswitch=0.006100
>398_3	p_riboswitch=0.005392
>399_3	p_riboswitch=0.007131
>400_3	p_riboswitch=0.005864
>401_3	p_riboswitch=0.003312
>402_3	p_riboswitch=0.073814
>403_3	p_riboswitch=0.010500
>404_3	p_riboswitch=0.013474
>405_3	p_riboswitch=0.006284
>406_3	p_riboswitch=0.014966
>407_3	p_riboswitch=0.012728
>408_3	p_riboswitch=0.013847
>409_3	p_riboswitch=0.021463
>410_3	p_riboswitch=0.011181
>411_3	p_riboswitch=0.006482
>412_3	p_riboswitch=0.005799
>413_3	p_riboswitch=0.007723
>414_3	p_riboswitch=0.007093
>415_3	p_riboswitch=0.006184
>416_3	p_riboswitch=0.038949
>417_3	p_riboswitch=0.010948
>418_3	p_riboswitch=0.044974
>419_3	p_riboswitch=0.004903
>420_3	p_riboswitch=0.027541
>421_3	p_riboswitch=0.015423
>422_3	p_riboswitch=0.017966
>423_3	p_riboswitch=0.015638
>424_3	p_riboswitch=0.008798
>425_3	p_riboswitch=0.006124
>426_3	p_riboswitch=0.008321
>427_3	p_riboswitch=0.007119
>428_3	p_riboswitch=0.004013
>429_3	p_riboswitch=0.046129
>430_3	p_riboswitch=0.024475
>431_3	p_riboswitch=0.030171
>432_3	p_riboswitch=0.068533
>433_3	p_riboswitch=0.027275
>434_3	p_riboswitch=0.019090
>435_3	p_riboswitch=0.014138
>436_3	p_riboswitch=0.010263
>437_3	p_riboswitch=0.007983
>438_3	p_riboswitch=0.007992
>439_3	p_riboswitch=0.008481
>440_3	p_riboswitch=0.006912
>441_3	p_riboswitch=0.059551
>442_3	p_riboswitch=0.019537
>443_3	p_riboswitch=0.081288
>444_3	p_riboswitch=0.077337
>445_3	p_riboswitch=0.026961
>446_3	p_riboswitch=0.042325
>447_3	p_riboswitch=0.010000
>448_3	p_riboswitch=0.009237
>449_3	p_riboswitch=0.007891
>450_3	p_riboswitch=0.008531
>451_3	p_riboswitch=0.013949
>452_3	p_riboswitch=0.051351
>453_3	p_riboswitch=0.062683
>454_3	p_riboswitch=0.085606
>455_3	p_riboswitch=0.074010
>456_3	p_riboswitch=0.076354
>457_3	p_riboswitch=0.011027
>458_3	p_riboswitch=0.009215
>459_3	p_riboswitch=0.008998
>460_3	p_riboswitch=0.010531
>461_3	p_riboswitch=0.012808
>462_3	p_riboswitch=0.049757
>463_3	p_riboswitch=0.065745
>464_3	p_riboswitch=0.058731
>465_3	p_riboswitch=0.057318
>466_3	p_riboswitch=0.020295
>467_3	p_riboswitch=0.010182
>468_3	p_riboswitch=0.009072
>469_3	p_riboswitch=0.012397
>470_3	p_riboswitch=0.013662
>471_3	p_riboswitch=0.060298
>472_3	p_riboswitch=0.051255
>473_3	p_riboswitch=0.046915
>474_3	p_riboswitch=0.049073
>475_3	p_riboswitch=0.017196
>476_3	p_riboswitch=0.009995
>477_3	p_riboswitch=0.011873
>478_3	p_riboswitch=0.016411
>479_3	p_riboswitch=0.053580
>480_3	p_riboswitch=0.038520
>481_3	p_riboswitch=0.053083
>482_3	p_riboswitch=0.036830
>483_3	p_riboswitch=0.015832
>484_3	p_riboswitch=0.013025
>485_3	p_riboswitch=0.015176
>486_3	p_riboswitch=0.040569
>487_3	p_riboswitch=0.042117
>488_3	p_riboswitch=0.039366
>489_3	p_riboswitch=0.030676
>490_3	p_riboswitch=0.015550
>491_3	p_riboswitch=0.016748
>492_3	p_riboswitch=0.040988
>493_3	p_riboswitch=0.032381
>494_3	p_riboswitch=0.048755
>495_3	p_riboswitch=0.028778
>496_3	p_riboswitch=0.029361
>497_3	p_riboswitch=0.032380
>498_3	p_riboswitch=0.021787
>499_3	p_riboswitch=0.019593
>500_3	p_riboswitch=0.046361
>501_3	p_riboswitch=0.028015
>502_3	p_riboswitch=0.018560
>503_3	p_riboswitch=0.052082
>504_3	p_riboswitch=0.026583
>505_3	p_riboswitch=0.041460
>506_3	p_riboswitch=0.015117
>507_3	p_riboswitch=0.006808
>508_3	p_riboswitch=0.003374
>509_3	p_riboswitch=0.013873
>510_3	p_riboswitch=0.050934
>511_3	p_riboswitch=0.028808
>512_3	p_riboswitch=0.004484
>513_3	p_riboswitch=0.008031
>514_3	p_riboswitch=0.008044
>515_3	p_riboswitch=0.008321
>516_3	p_riboswitch=0.007468
>517_3	p_riboswitch=0.002882
>518_3	p_riboswitch=0.002567
>519_3	p_riboswitch=0.002650
>520_3	p_riboswitch=0.002921
>521_3	p_riboswitch=0.002951
>522_3	p_riboswitch=0.005698
>523_3	p_riboswitch=0.014523
>524_3	p_riboswitch=0.011923
>525_3	p_riboswitch=0.018629
>526_3	p_riboswitch=0.009862
>527_3	p_riboswitch=0.007253
>528_3	p_riboswitch=0.561225
>529_3	p_riboswitch=0.006523
>530_3	p_riboswitch=0.015685
>531_3	p_riboswitch=0.014978
>532_3	p_riboswitch=0.052592
>533_3	p_riboswitch=0.007904
>534_3	p_riboswitch=0.008532
>535_3	p_riboswitch=0.010081
>536_3	p_riboswitch=0.007078
>537_3	p_riboswitch=0.009119
>538_3	p_riboswitch=0.007516
>539_3	p_riboswitch=0.002802
>540_3	p_riboswitch=0.002521
>541_3	p_riboswitch=0.003108
>542_3	p_riboswitch=0.003502
>543_3	p_riboswitch=0.003030
>544_3	p_riboswitch=0.006068
>545_3	p_riboswitch=0.009940
>546_3	p_riboswitch=0.023992
>547_3	p_riboswitch=0.001726
>548_3	p_riboswitch=0.007590
>549_3	p_riboswitch=0.032197
>550_3	p_riboswitch=0.037500
>551_3	p_riboswitch=0.014823
>552_3	p_riboswitch=0.015973
>553_3	p_riboswitch=0.016025
>554_3	p_riboswitch=0.016115
>555_3	p_riboswitch=0.008680
>556_3	p_riboswitch=0.009271
>557_3	p_riboswitch=0.006465
>558_3	p_riboswitch=0.009105
>559_3	p_riboswitch=0.007507
>560_3	p_riboswitch=0.002735
>561_3	p_riboswitch=0.002940
>562_3	p_riboswitch=0.003598
>563_3	p_riboswitch=0.003455
>564_3	p_riboswitch=0.003678
>565_3	p_riboswitch=0.007117
>566_3	p_riboswitch=0.019396
>567_3	p_riboswitch=0.012611
>568_3	p_riboswitch=0.007014
>569_3	p_riboswitch=0.035716
>570_3	p_riboswitch=0.035686
>571_3	p_riboswitch=0.015377
>572_3	p_riboswitch=0.010971
>573_3	p_riboswitch=0.012709
>574_3	p_riboswitch=0.011305
>575_3	p_riboswitch=0.008513
>576_3	p_riboswitch=0.007360
>577_3	p_riboswitch=0.006422
>578_3	p_riboswitch=0.009161
>579_3	p_riboswitch=0.007524
>580_3	p_riboswitch=0.002310
>581_3	p_riboswitch=0.003389
>582_3	p_riboswitch=0.003572
>583_3	p_riboswitch=0.004173
>584_3	p_riboswitch=0.003820
>585_3	p_riboswitch=0.007115
>586_3	p_riboswitch=0.009847
>587_3	p_riboswitch=0.012133
>588_3	p_riboswitch=0.040312
>589_3	p_riboswitch=0.037411
>590_3	p_riboswitch=0.003367
>591_3	p_riboswitch=0.009369
>592_3	p_riboswitch=0.014263
>593_3	p_riboswitch=0.010671
>594_3	p_riboswitch=0.007805
>595_3	p_riboswitch=0.007228
>596_3	p_riboswitch=0.006467
>597_3	p_riboswitch=0.008906
>598_3	p_riboswitch=0.005812
>599_3	p_riboswitch=0.002510
>600_3	p_riboswitch=0.003422
>601_3	p_riboswitch=0.004202
>602_3	p_riboswitch=0.004257
>603_3	p_riboswitch=0.004150
>604_3	p_riboswitch=0.005766
>605_3	p_riboswitch=0.010958
>606_3	p_riboswitch=0.078401
>607_3	p_riboswitch=0.006509
>608_3	p_riboswitch=0.002901
>609_3	p_riboswitch=0.015971
>610_3	p_riboswitch=0.009858
>611_3	p_riboswitch=0.010027
>612_3	p_riboswitch=0.007640
>613_3	p_riboswitch=0.007261
>614_3	p_riboswitch=0.006312
>615_3	p_riboswitch=0.007362
>616_3	p_riboswitch=0.005540
>617_3	p_riboswitch=0.002605
>618_3	p_riboswitch=0.004000
>619_3	p_riboswitch=0.004272
>620_3	p_riboswitch=0.004600
>621_3	p_riboswitch=0.004042
>622_3	p_riboswitch=0.007535
>623_3	p_riboswitch=0.026290
>624_3	p_riboswitch=0.005429
>625_3	p_riboswitch=0.017787
>626_3	p_riboswitch=0.013842
>627_3	p_riboswitch=0.011939
>628_3	p_riboswitch=0.012774
>629_3	p_riboswitch=0.007644
>630_3	p_riboswitch=0.010398
>631_3	p_riboswitch=0.005474
>632_3	p_riboswitch=0.006908
>633_3	p_riboswitch=0.005918
>634_3	p_riboswitch=0.003229
>635_3	p_riboswitch=0.004110
>636_3	p_riboswitch=0.004588
>637_3	p_riboswitch=0.004942
>638_3	p_riboswitch=0.004739
>639_3	p_riboswitch=0.008736
>640_3	p_riboswitch=0.005790
>641_3	p_riboswitch=0.002447
>642_3	p_riboswitch=0.011363
>643_3	p_riboswitch=0.015133
>644_3	p_riboswitch=0.012408
>645_3	p_riboswitch=0.007201
>646_3	p_riboswitch=0.006100
>647_3	p_riboswitch=0.005392
>648_3	p_riboswitch=0.007131
>649_3	p_riboswitch=0.005864
>650_3	p_riboswitch=0.003312
>651_3	p_riboswitch=0.004408
>652_3	p_riboswitch=0.005030
>653_3	p_riboswitch=0.005231
>654_3	p_riboswitch=0.005055
>655_3	p_riboswitch=0.014966
>656_3	p_riboswitch=0.012728
>657_3	p_riboswitch=0.013847
>658_3	p_riboswitch=0.021463
>659_3	p_riboswitch=0.011181
>660_3	p_riboswitch=0.006482
>661_3	p_riboswitch=0.005799
>662_3	p_riboswitch=0.007723
>663_3	p_riboswitch=0.007093
>664_3	p_riboswitch=0.006184
>665_3	p_riboswitch=0.003462
>666_3	p_riboswitch=0.004760
>667_3	p_riboswitch=0.005221
>668_3	p_riboswitch=0.005453
>669_3	p_riboswitch=0.027541
>670_3	p_riboswitch=0.015423
>671_3	p_riboswitch=0.017966
>672_3	p_riboswitch=0.015638
>673_3	p_riboswitch=0.008798
>674_3	p_riboswitch=0.006124
>675_3	p_riboswitch=0.008321
>676_3	p_riboswitch=0.007119
>677_3	p_riboswitch=0.004013
>678_3	p_riboswitch=0.007210
>679_3	p_riboswitch=0.004064
>680_3	p_riboswitch=0.005012
>681_3	p_riboswitch=0.005408
>682_3	p_riboswitch=0.027275
>683_3	p_riboswitch=0.019090
>684_3	p_riboswitch=0.014138
>685_3	p_riboswitch=0.010263
>686_3	p_riboswitch=0.007983
>687_3	p_riboswitch=0.007992
>688_3	p_riboswitch=0.008481
>689_3	p_riboswitch=0.006912
>690_3	p_riboswitch=0.003852
>691_3	p_riboswitch=0.004392
>692_3	p_riboswitch=0.004043
>693_3	p_riboswitch=0.005241
>694_3	p_riboswitch=0.026961
>695_3	p_riboswitch=0.042325
>696_3	p_riboswitch=0.010000
>697_3	p_riboswitch=0.009237
>698_3	p_riboswitch=0.007891
>699_3	p_riboswitch=0.008531
>700_3	p_riboswitch=0.013949
>701_3	p_riboswitch=0.004078
>702_3	p_riboswitch=0.003830
>703_3	p_riboswitch=0.006895
>704_3	p_riboswitch=0.004226
>705_3	p_riboswitch=0.076354
>706_3	p_riboswitch=0.011027
>707_3	p_riboswitch=0.009215
>708_3	p_riboswitch=0.008998
>709_3	p_riboswitch=0.010531
>710_3	p_riboswitch=0.012808
>711_3	p_riboswitch=0.014180
>712_3	p_riboswitch=0.003676
>713_3	p_riboswitch=0.004271
>714_3	p_riboswitch=0.007840
>715_3	p_riboswitch=0.020295
>716_3	p_riboswitch=0.010182
>717_3	p_riboswitch=0.009072
>718_3	p_riboswitch=0.012397
>719_3	p_riboswitch=0.013662
>720_3	p_riboswitch=0.012062
>721_3	p_riboswitch=0.014195
>722_3	p_riboswitch=0.007733
>723_3	p_riboswitch=0.010101
>724_3	p_riboswitch=0.017196
>725_3	p_riboswitch=0.009995
>726_3	p_riboswitch=0.011873
>727_3	p_riboswitch=0.016411
>728_3	p_riboswitch=0.018240
>729_3	p_riboswitch=0.011206
>730_3	p_riboswitch=0.011115
>731_3	p_riboswitch=0.012824
>732_3	p_riboswitch=0.015832
>733_3	p_riboswitch=0.013025
>734_3	p_riboswitch=0.015176
>735_3	p_riboswitch=0.017845
>736_3	p_riboswitch=0.017163
>737_3	p_riboswitch=0.015217
>738_3	p_riboswitch=0.014770
>739_3	p_riboswitch=0.015550
>740_3	p_riboswitch=0.016748
>741_3	p_riboswitch=0.016299
>742_3	p_riboswitch=0.015386
>743_3	p_riboswitch=0.016622
>744_3	p_riboswitch=0.020742
>745_3	p_riboswitch=0.029361
>746_3	p_riboswitch=0.017982
>747_3	p_riboswitch=0.015104
>748_3	p_riboswitch=0.017365
>749_3	p_riboswitch=0.021452
>750_3	p_riboswitch=0.028289
>751_3	p_riboswitch=0.016452
>752_3	p_riboswitch=0.016466
>753_3	p_riboswitch=0.021515
>754_3	p_riboswitch=0.025783
>755_3	p_riboswitch=0.020028
>756_3	p_riboswitch=0.020355
>757_3	p_riboswitch=0.030537
>758_3	p_riboswitch=0.024012
>759_3	p_riboswitch=0.037334
>760_3	p_riboswitch=0.028808
>761_3	p_riboswitch=0.004484
>762_3	p_riboswitch=0.008031
>763_3	p_riboswitch=0.008044
>764_3	p_riboswitch=0.008321
>765_3	p_riboswitch=0.007468
>766_3	p_riboswitch=0.002882
>767_3	p_riboswitch=0.002567
>768_3	p_riboswitch=0.002650
>769_3	p_riboswitch=0.002921
>770_3	p_riboswitch=0.002951
>771_3	p_riboswitch=0.005698
>772_3	p_riboswitch=0.014523
>773_3	p_riboswitch=0.011923
>774_3	p_riboswitch=0.018629
>775_3	p_riboswitch=0.009862
>776_3	p_riboswitch=0.007253
